3807.0;351.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0
3742.0;541.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3733.0;90502.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
3725.0;2189.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
3719.0;10149.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
3716.0;562.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3686.0;1075.0;4.0;4.0;0.0;0.0;0.0;4.0;2.0;0.0
3660.0;49646.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3655.0;22681.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3650.0;3391.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0
3650.0;17154.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3641.0;719.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3579.0;2664948.0;4.0;4.0;0.0;4.0;0.0;8.0;4.0;0.0
3579.0;604.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3561.0;6701.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0
3558.0;7550.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3556.0;4415.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3518.0;10152.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
3508.0;80.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
3503.0;1714.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3483.0;2085.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
3480.0;4296.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3473.0;1866.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3451.0;247.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
3446.0;5562.0;1.0;1.0;0.0;1.0;1.0;4.0;0.0;1.0
3442.0;291.0;1.0;1.0;0.0;2.0;0.0;2.0;1.0;0.0
3433.0;41133.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0
3423.0;2742.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3398.0;942.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
3392.0;14569.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3388.0;85438.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
3374.0;724.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
3364.0;6568.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0
3350.0;169.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
3343.0;1004.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
3340.0;253.0;4.0;2.0;0.0;6.0;0.0;14.0;4.0;0.0
3336.0;1085.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
3334.0;184.0;9.0;0.0;0.0;9.0;9.0;0.0;0.0;9.0
3327.0;711316.0;1.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0
3318.0;79.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
3314.0;75983.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0
3311.0;2743.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
3307.0;82334.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3306.0;8898.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
3306.0;10488.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
3297.0;28436.0;4.0;0.0;0.0;6.0;0.0;4.0;4.0;0.0
3288.0;5426.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3286.0;5728678.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0
3284.0;6224.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3278.0;13475.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0
3272.0;827.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
3270.0;526076.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
3265.0;223.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3262.0;1198.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
3255.0;440068.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
3253.0;1142.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3236.0;49466.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3235.0;1958.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3231.0;3622.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
3229.0;899591.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0
3224.0;795.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3223.0;361999.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3214.0;1551.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
3212.0;1184.0;4.0;4.0;0.0;0.0;0.0;4.0;2.0;0.0
3210.0;15393.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
3201.0;5212.0;4.0;4.0;0.0;2.0;0.0;6.0;6.0;0.0
3190.0;1513.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
3189.0;7223.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3187.0;3154.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
3184.0;396.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3182.0;186.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3173.0;10496.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3167.0;3056.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
3166.0;11843.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3163.0;6661.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0
3162.0;4983.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3160.0;532.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
3153.0;2730.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3153.0;8083.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3147.0;947.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3142.0;1556.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
3136.0;1191.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3126.0;1064.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3123.0;1003.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
3119.0;587.0;4.0;4.0;0.0;6.0;0.0;4.0;0.0;0.0
3119.0;4316.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3118.0;3749.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0
3117.0;2234.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
3116.0;1532.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3115.0;622.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
3115.0;155170.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
3115.0;69.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
3113.0;1401.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0
3112.0;74428.0;9.0;9.0;0.0;12.0;0.0;9.0;9.0;0.0
3112.0;1437.0;4.0;4.0;0.0;4.0;0.0;8.0;4.0;0.0
3109.0;2498.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0
3107.0;1256.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3103.0;4953.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3087.0;248.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
3085.0;391.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0
3082.0;361.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3081.0;92.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0
3079.0;2706.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
3069.0;17292.0;1.0;0.0;0.0;2.0;0.0;3.0;1.0;0.0
3068.0;79.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0
