age_profil;FollowersCount;frequence_tweet;sum(t.isRetweet);sum(t.nbcontributors);sum(t.nbhashtags);sum(t.nbmediaEntities);sum(t.nbmentionEntities);sum(t.nbURLEntities)
1;1;1;1;1;1;1;1;1
